market,edge,odds,model_prob,predicted_goals,actual_goals,won,profit_1u
Over 2.5,0.19444444444444442,1.8,0.75,3.62,4.0,True,0.8
Under 2.5,0.15897435897435908,1.56,0.8,1.66,1.0,True,0.56
Over 2.5,0.09128440366972485,2.18,0.55,2.57,4.0,True,1.1800000000000002
Over 2.5,0.061764705882352944,1.7,0.65,3.45,1.0,False,-1.0
Over 2.5,0.1288819875776398,1.61,0.75,3.73,4.0,True,0.6100000000000001
Over 2.5,0.059803921568627516,2.04,0.55,2.61,1.0,False,-1.0
Over 2.5,0.10947136563876658,2.27,0.55,2.83,3.0,True,1.27
Under 2.5,0.043939393939393945,1.65,0.65,2.4,3.0,False,-1.0
Under 2.5,0.007522123893805244,2.26,0.44999999999999996,2.59,3.0,False,-1.0
Over 2.5,0.13650306748466257,1.63,0.75,3.98,2.0,False,-1.0
Over 2.5,0.23979591836734693,1.96,0.75,3.64,1.0,False,-1.0
Under 2.5,0.013057324840764384,1.57,0.65,2.3,2.0,True,0.5700000000000001
Over 2.5,0.04748743718592974,1.99,0.55,2.86,0.0,False,-1.0
Over 2.5,0.19954954954954962,2.22,0.65,3.01,0.0,False,-1.0
Under 2.5,0.2075221238938053,2.26,0.65,2.25,2.0,True,1.2599999999999998
Over 2.5,0.07196531791907512,1.73,0.65,3.45,4.0,True,0.73
Over 2.5,0.021069182389937158,1.59,0.65,3.47,6.0,True,0.5900000000000001
Over 2.5,0.11331877729257644,2.29,0.55,2.51,3.0,True,1.29
Under 2.5,0.22627118644067795,2.36,0.65,2.36,2.0,True,1.3599999999999999
Over 2.5,0.1402439024390244,1.64,0.75,3.68,4.0,True,0.6399999999999999
Under 2.5,0.025000000000000022,1.6,0.65,2.11,1.0,True,0.6000000000000001
Over 2.5,0.21808510638297873,1.88,0.75,3.59,2.0,False,-1.0
Over 2.5,0.24494949494949492,1.98,0.75,3.53,3.0,True,0.98
Over 2.5,0.18181818181818177,1.76,0.75,3.61,1.0,False,-1.0
Under 2.5,0.20119760479041915,1.67,0.8,1.43,3.0,False,-1.0
Over 2.5,0.12446808510638302,2.35,0.55,2.65,2.0,False,-1.0
Under 2.5,0.05159362549800789,2.51,0.44999999999999996,2.77,3.0,False,-1.0
Under 2.5,0.17500000000000004,1.6,0.8,1.81,0.0,True,0.6000000000000001
Under 2.5,0.13979591836734695,1.96,0.65,2.4,4.0,False,-1.0
Under 2.5,0.0035714285714285587,2.24,0.44999999999999996,2.76,2.0,True,1.2400000000000002
Over 2.5,0.08703703703703713,2.16,0.55,2.88,1.0,False,-1.0
Over 2.5,0.08820224719101122,1.78,0.65,3.24,1.0,False,-1.0
Over 2.5,0.23717948717948711,1.95,0.75,3.62,1.0,False,-1.0
Over 2.5,0.08051643192488267,2.13,0.55,2.53,0.0,False,-1.0
Over 2.5,0.13186528497409322,1.93,0.65,3.15,2.0,False,-1.0
Under 2.5,0.19128440366972482,2.18,0.65,2.25,1.0,True,1.1800000000000002
Under 2.5,0.14494949494949494,1.98,0.65,2.44,5.0,False,-1.0
Over 2.5,0.14759036144578308,1.66,0.75,3.75,2.0,False,-1.0
Over 2.5,0.2075221238938053,2.26,0.65,3.49,2.0,False,-1.0
Under 2.5,0.17500000000000004,1.6,0.8,1.78,1.0,True,0.6000000000000001
Over 2.5,0.1882022471910112,1.78,0.75,3.55,3.0,True,0.78
Under 2.5,0.13453608247422677,1.94,0.65,2.41,1.0,True,0.94
Under 2.5,0.10054945054945064,1.82,0.65,2.09,5.0,False,-1.0
Over 2.5,0.26219512195121947,2.05,0.75,3.5,3.0,True,1.0499999999999998
Over 2.5,0.23717948717948711,1.95,0.75,3.55,6.0,True,0.95
Over 2.5,0.08820224719101122,1.78,0.65,3.31,3.0,True,0.78
Under 2.5,0.1783018867924529,2.12,0.65,2.24,7.0,False,-1.0
Under 2.5,0.06520467836257315,1.71,0.65,2.29,5.0,False,-1.0
Over 2.5,0.09545454545454551,2.2,0.55,2.5,4.0,True,1.2000000000000002
Under 2.5,0.032716049382716106,1.62,0.65,2.35,2.0,True,0.6200000000000001
Over 2.5,0.16685823754789275,2.61,0.55,2.55,1.0,False,-1.0
Over 2.5,0.06923076923076932,2.08,0.55,2.7,5.0,True,1.08
Over 2.5,0.13158995815899588,2.39,0.55,2.62,3.0,True,1.3900000000000001
Over 2.5,0.2123655913978495,1.86,0.75,3.71,4.0,True,0.8600000000000001
Over 2.5,0.057389162561576335,2.03,0.55,2.61,3.0,True,1.0299999999999998
Over 2.5,0.11524064171123005,1.87,0.65,3.33,4.0,True,0.8700000000000001
Over 2.5,0.020899470899470862,1.89,0.55,2.68,5.0,True,0.8899999999999999
Under 2.5,0.17153110047846887,2.09,0.65,2.17,4.0,False,-1.0
Under 2.5,0.06520467836257315,1.71,0.65,2.07,0.0,True,0.71
Over 2.5,0.05476190476190479,1.68,0.65,3.37,3.0,True,0.6799999999999999
Under 2.5,0.10652173913043483,1.84,0.65,2.39,1.0,True,0.8400000000000001
Under 2.5,0.25,2.5,0.65,2.37,2.0,True,1.5
Under 2.5,0.18271604938271613,1.62,0.8,1.59,4.0,False,-1.0
Under 2.5,0.11808510638297876,1.88,0.65,2.46,4.0,False,-1.0
Over 2.5,0.11236559139784952,1.86,0.65,3.33,2.0,False,-1.0
Over 2.5,0.026439790575916278,1.91,0.55,2.81,2.0,False,-1.0
Over 2.5,0.12643979057591626,1.91,0.65,3.37,3.0,True,0.9099999999999999
Under 2.5,0.19337899543378995,2.19,0.65,2.19,4.0,False,-1.0
Over 2.5,0.09545454545454551,2.2,0.55,2.61,2.0,False,-1.0
Under 2.5,0.2782527881040892,2.69,0.65,2.49,2.0,True,1.69
Over 2.5,0.040243902439024426,1.64,0.65,3.38,4.0,True,0.6399999999999999
Under 2.5,0.17888198757763984,1.61,0.8,1.59,3.0,False,-1.0
Over 2.5,0.023684210526315863,1.9,0.55,2.84,1.0,False,-1.0
Under 2.5,0.09134078212290508,1.79,0.65,2.35,2.0,True,0.79
Under 2.5,0.12643979057591626,1.91,0.65,2.29,4.0,False,-1.0
Over 2.5,0.006521739130434856,1.84,0.55,2.54,0.0,False,-1.0
Over 2.5,0.0006493506493506773,1.54,0.65,3.44,7.0,True,0.54
Under 2.5,0.11236559139784952,1.86,0.65,2.47,4.0,False,-1.0
Under 2.5,0.14494949494949494,1.98,0.65,2.16,1.0,True,0.98
Over 2.5,0.009459459459459585,1.85,0.55,2.7,2.0,False,-1.0
Under 2.5,0.23506224066390047,2.41,0.65,2.28,2.0,True,1.4100000000000001
Over 2.5,0.08820224719101122,1.78,0.65,3.04,5.0,True,0.78
Over 2.5,0.07380952380952388,2.1,0.55,2.59,1.0,False,-1.0
Over 2.5,0.10064935064935066,1.54,0.75,3.58,3.0,True,0.54
Over 2.5,0.0092592592592593,1.35,0.75,3.72,3.0,True,0.3500000000000001
Over 2.5,0.07528735632183914,1.74,0.65,3.04,3.0,True,0.74
Under 2.5,0.3283018867924529,2.12,0.8,1.22,1.0,True,1.12
Under 2.5,0.3274193548387097,3.1,0.65,2.29,2.0,True,2.1
Under 2.5,0.009471365638766494,2.27,0.44999999999999996,2.59,2.0,True,1.27
Under 2.5,0.18917050691244242,2.17,0.65,2.26,2.0,True,1.17
Over 2.5,0.08703703703703713,2.16,0.55,2.79,2.0,False,-1.0
Over 2.5,0.14393939393939392,1.65,0.75,3.5,6.0,True,0.6499999999999999
Under 2.5,0.16456310679611652,2.06,0.65,2.09,3.0,False,-1.0
Over 2.5,0.1573891625615763,2.03,0.65,3.19,5.0,True,1.0299999999999998
Over 2.5,0.20945945945945954,1.85,0.75,3.69,1.0,False,-1.0
Under 2.5,0.14604863221884495,3.29,0.44999999999999996,2.75,5.0,False,-1.0
Under 2.5,0.25,2.5,0.65,2.14,2.0,True,1.5
Over 2.5,0.06860465116279069,1.72,0.65,3.42,2.0,False,-1.0
Over 2.5,0.16690821256038646,2.07,0.65,3.34,2.0,False,-1.0
Over 2.5,0.19444444444444442,1.8,0.75,3.63,3.0,True,0.8
Over 2.5,0.020899470899470862,1.89,0.55,2.5,4.0,True,0.8899999999999999
Over 2.5,0.11305732484076436,1.57,0.75,3.7,5.0,True,0.5700000000000001
Over 2.5,0.15495049504950498,2.02,0.65,3.25,2.0,False,-1.0
Over 2.5,0.1850282485875706,1.77,0.75,3.73,2.0,False,-1.0
Under 2.5,0.29157706093189967,2.79,0.65,2.43,5.0,False,-1.0
Under 2.5,0.1630573248407644,1.57,0.8,1.49,1.0,True,0.5700000000000001
Over 2.5,0.07380952380952388,2.1,0.55,2.74,3.0,True,1.1
Over 2.5,0.11305732484076436,1.57,0.75,3.91,3.0,True,0.5700000000000001
Over 2.5,0.14393939393939392,1.65,0.75,3.59,2.0,False,-1.0
Over 2.5,0.07606635071090051,2.11,0.55,2.69,4.0,True,1.1099999999999999
Under 2.5,0.26538461538461544,2.6,0.65,2.14,3.0,False,-1.0
Under 2.5,0.15897435897435908,1.56,0.8,0.47,2.0,True,0.56
Over 2.5,0.15828402366863903,1.69,0.75,3.89,3.0,True,0.69
Under 2.5,0.1783018867924529,2.12,0.65,2.41,6.0,False,-1.0
Under 2.5,0.14494949494949494,1.98,0.65,2.31,4.0,False,-1.0
Over 2.5,0.020899470899470862,1.89,0.55,2.63,2.0,False,-1.0
Over 2.5,0.18051643192488265,2.13,0.65,3.29,1.0,False,-1.0
Over 2.5,0.16690821256038646,2.07,0.65,3.23,4.0,True,1.0699999999999998
Over 2.5,0.16456310679611652,2.06,0.65,3.15,0.0,False,-1.0
Under 2.5,0.19954954954954962,2.22,0.65,2.49,1.0,True,1.2200000000000002
Under 2.5,0.1621951219512195,2.05,0.65,2.42,2.0,True,1.0499999999999998
Over 2.5,0.054950495049505,2.02,0.55,2.58,4.0,True,1.02
Over 2.5,0.12916666666666665,1.92,0.65,3.01,3.0,True,0.9199999999999999
Over 2.5,0.06860465116279069,1.72,0.65,3.49,1.0,False,-1.0
Over 2.5,0.08051643192488267,2.13,0.55,2.5,0.0,False,-1.0
Over 2.5,0.1850282485875706,1.77,0.75,3.53,6.0,True,0.77
Under 2.5,0.1210526315789473,3.04,0.44999999999999996,2.57,2.0,True,2.04
Over 2.5,0.09134078212290508,1.79,0.65,3.35,5.0,True,0.79
Over 2.5,0.08820224719101122,1.78,0.65,3.29,4.0,True,0.78
Under 2.5,0.10652173913043483,1.84,0.65,2.31,4.0,False,-1.0
Over 2.5,0.052487562189054704,2.01,0.55,2.5,7.0,True,1.0099999999999998
Under 2.5,0.20947136563876656,2.27,0.65,2.38,7.0,False,-1.0
Over 2.5,0.1882022471910112,1.78,0.75,3.54,1.0,False,-1.0
Over 2.5,0.18181818181818177,1.76,0.75,3.68,3.0,True,0.76
Over 2.5,0.17528735632183912,1.74,0.75,3.56,3.0,True,0.74
Under 2.5,0.26089494163424126,2.57,0.65,2.06,4.0,False,-1.0
Under 2.5,0.0928571428571428,2.8,0.44999999999999996,2.57,2.0,True,1.7999999999999998
Over 2.5,0.06860465116279069,1.72,0.65,3.46,1.0,False,-1.0
Under 2.5,0.25054945054945066,1.82,0.8,1.41,3.0,False,-1.0
Under 2.5,0.17888198757763984,1.61,0.8,1.99,2.0,True,0.6100000000000001
Over 2.5,0.07885906040268453,1.49,0.75,3.54,5.0,True,0.49
Under 2.5,0.22983193277310926,2.38,0.65,2.33,1.0,True,1.38
Under 2.5,0.09134078212290508,1.79,0.65,2.11,1.0,True,0.79
Over 2.5,0.04748743718592974,1.99,0.55,2.78,3.0,True,0.99
Under 2.5,0.061764705882352944,1.7,0.65,2.23,6.0,False,-1.0
Over 2.5,0.25,2.0,0.75,3.66,3.0,True,1.0
Under 2.5,0.06685823754789266,2.61,0.44999999999999996,2.74,3.0,False,-1.0
Under 2.5,0.22081545064377683,2.33,0.65,2.44,2.0,True,1.33
Under 2.5,0.10635738831615116,2.91,0.44999999999999996,2.58,4.0,False,-1.0
Over 2.5,0.13186528497409322,1.93,0.65,3.01,0.0,False,-1.0
Under 2.5,0.06389961389961385,2.59,0.44999999999999996,2.96,3.0,False,-1.0
Under 2.5,0.20357142857142863,2.24,0.65,2.47,6.0,False,-1.0
Under 2.5,0.12916666666666665,1.92,0.65,2.36,1.0,True,0.9199999999999999
Over 2.5,0.06520467836257315,1.71,0.65,3.15,3.0,True,0.71
Under 2.5,0.20119760479041915,1.67,0.8,1.52,0.0,True,0.6699999999999999
Over 2.5,0.021069182389937158,1.59,0.65,3.4,5.0,True,0.5900000000000001
Over 2.5,0.09444444444444444,1.8,0.65,3.42,5.0,True,0.8
Under 2.5,0.06860465116279069,1.72,0.65,2.31,2.0,True,0.72
Over 2.5,0.2645631067961165,2.06,0.75,3.61,5.0,True,1.06
Over 2.5,0.11524064171123005,1.87,0.65,3.28,3.0,True,0.8700000000000001
Over 2.5,0.12916666666666665,1.92,0.65,3.19,4.0,True,0.9199999999999999
Over 2.5,0.1598039215686275,2.04,0.65,3.36,3.0,True,1.04
Under 2.5,0.04839357429718877,2.49,0.44999999999999996,2.64,1.0,True,1.4900000000000002
Over 2.5,0.021069182389937158,1.59,0.65,3.31,5.0,True,0.5900000000000001
Over 2.5,0.16520467836257313,1.71,0.75,3.76,1.0,False,-1.0
Under 2.5,0.028059071729957807,2.37,0.44999999999999996,2.63,4.0,False,-1.0
Over 2.5,0.08271028037383182,2.14,0.55,2.9,2.0,False,-1.0
Under 2.5,0.2318181818181818,1.76,0.8,1.71,4.0,False,-1.0
Under 2.5,0.1506493506493507,1.54,0.8,1.63,1.0,True,0.54
Under 2.5,0.3505988023952096,3.34,0.65,2.39,4.0,False,-1.0
Over 2.5,0.06506849315068497,1.46,0.75,3.56,4.0,True,0.45999999999999996
Over 2.5,0.1402439024390244,1.64,0.75,3.86,4.0,True,0.6399999999999999
Under 2.5,0.05828402366863905,1.69,0.65,2.45,2.0,True,0.69
Over 2.5,0.12368421052631584,1.9,0.65,3.47,2.0,False,-1.0
Under 2.5,0.22196531791907514,1.73,0.8,1.75,3.0,False,-1.0
Under 2.5,0.1954545454545455,2.2,0.65,2.16,4.0,False,-1.0
Over 2.5,0.08502824858757063,1.77,0.65,3.0,1.0,False,-1.0
Over 2.5,0.06690821256038648,2.07,0.55,2.8,3.0,True,1.0699999999999998
Under 2.5,0.13979591836734695,1.96,0.65,2.33,4.0,False,-1.0
Under 2.5,0.11808510638297876,1.88,0.65,2.27,1.0,True,0.8799999999999999
Under 2.5,0.0035714285714285587,2.24,0.44999999999999996,2.7,2.0,True,1.2400000000000002
Under 2.5,0.17106918238993718,1.59,0.8,1.96,4.0,False,-1.0
Over 2.5,0.11524064171123005,1.87,0.65,3.41,4.0,True,0.8700000000000001
Over 2.5,0.13271604938271608,1.62,0.75,3.63,5.0,True,0.6200000000000001
Over 2.5,0.08820224719101122,1.78,0.65,3.47,5.0,True,0.78
Under 2.5,0.28186528497409324,1.93,0.8,1.99,3.0,False,-1.0
Under 2.5,0.1954545454545455,2.2,0.65,2.35,1.0,True,1.2000000000000002
Over 2.5,0.15495049504950498,2.02,0.65,3.37,1.0,False,-1.0
Under 2.5,0.17153110047846887,2.09,0.65,2.19,0.0,True,1.0899999999999999
Under 2.5,0.11808510638297876,1.88,0.65,2.21,2.0,True,0.8799999999999999
Under 2.5,0.08181818181818179,1.76,0.65,2.35,0.0,True,0.76
Over 2.5,0.020899470899470862,1.89,0.55,2.68,4.0,True,0.8899999999999999
Over 2.5,0.014705882352941235,1.36,0.75,3.61,2.0,False,-1.0
Under 2.5,0.04969969969969967,3.33,0.35,3.19,2.0,True,2.33
Under 2.5,0.1954545454545455,2.2,0.65,2.35,2.0,True,1.2000000000000002
Over 2.5,0.043939393939393945,1.65,0.65,3.45,3.0,True,0.6499999999999999
Over 2.5,0.04577464788732388,1.42,0.75,3.93,4.0,True,0.41999999999999993
Over 2.5,0.125,1.6,0.75,3.64,1.0,False,-1.0
Over 2.5,0.09128440366972485,2.18,0.55,2.61,2.0,False,-1.0
Under 2.5,0.11524064171123005,1.87,0.65,2.43,1.0,True,0.8700000000000001
Over 2.5,0.052487562189054704,2.01,0.55,2.62,1.0,False,-1.0
Over 2.5,0.13650306748466257,1.63,0.75,3.55,6.0,True,0.6299999999999999
Over 2.5,0.25248756218905466,2.01,0.75,3.61,1.0,False,-1.0
Under 2.5,0.08684210526315789,3.8,0.35,3.27,6.0,False,-1.0
Under 2.5,0.19393939393939397,1.65,0.8,1.41,2.0,True,0.6499999999999999
Over 2.5,0.03650306748466259,1.63,0.65,3.47,4.0,True,0.6299999999999999
Over 2.5,0.0006493506493506773,1.54,0.65,3.35,1.0,False,-1.0
Over 2.5,0.14494949494949494,1.98,0.65,3.35,2.0,False,-1.0
Over 2.5,0.003551912568306115,1.83,0.55,2.58,4.0,True,0.8300000000000001
Under 2.5,0.0475903614457831,1.66,0.65,2.41,3.0,False,-1.0
Under 2.5,0.14640522875816997,1.53,0.8,1.61,2.0,True,0.53
Over 2.5,0.054950495049505,2.02,0.55,2.82,5.0,True,1.02
Over 2.5,0.15828402366863903,1.69,0.75,3.58,3.0,True,0.69
Over 2.5,0.07528735632183914,1.74,0.65,3.23,5.0,True,0.74
Under 2.5,0.001569506726457337,2.23,0.44999999999999996,2.69,3.0,False,-1.0
Over 2.5,0.23717948717948711,1.95,0.75,3.6,3.0,True,0.95
Over 2.5,0.16860465116279066,1.72,0.75,3.63,2.0,False,-1.0
Over 2.5,0.13717948717948714,1.95,0.65,3.21,5.0,True,0.95
Over 2.5,0.12368421052631584,1.9,0.65,3.2,3.0,True,0.8999999999999999
Over 2.5,0.22983193277310926,2.38,0.65,3.11,3.0,True,1.38
Under 2.5,0.01709956709956706,2.31,0.44999999999999996,2.7,2.0,True,1.31
Over 2.5,0.021069182389937158,1.59,0.65,3.16,2.0,False,-1.0
Under 2.5,0.3394409937888199,3.22,0.65,2.28,2.0,True,2.22
Under 2.5,0.0475903614457831,1.66,0.65,2.1,5.0,False,-1.0
Over 2.5,0.10945945945945956,1.85,0.65,3.48,4.0,True,0.8500000000000001
Under 2.5,0.09751381215469612,1.81,0.65,2.01,3.0,False,-1.0
Over 2.5,0.23453608247422675,1.94,0.75,3.55,6.0,True,0.94
Under 2.5,0.11808510638297876,1.88,0.65,2.38,3.0,False,-1.0
Over 2.5,0.16176470588235292,1.7,0.75,3.92,4.0,True,0.7
Over 2.5,0.11808510638297876,1.88,0.65,3.29,1.0,False,-1.0
Under 2.5,0.26089494163424126,2.57,0.65,2.44,5.0,False,-1.0
Under 2.5,0.11808510638297876,1.88,0.65,2.47,2.0,True,0.8799999999999999
Over 2.5,0.1598039215686275,2.04,0.65,3.22,6.0,True,1.04
Under 2.5,0.05828402366863905,1.69,0.65,2.4,1.0,True,0.69
Under 2.5,0.2680851063829788,1.88,0.8,1.99,2.0,True,0.8799999999999999
Over 2.5,0.09751381215469612,1.81,0.65,3.3,4.0,True,0.81
Under 2.5,0.11996699669966993,3.03,0.44999999999999996,2.6,6.0,False,-1.0
Over 2.5,0.13158995815899588,2.39,0.55,2.52,1.0,False,-1.0
Under 2.5,0.25054945054945066,1.82,0.8,1.62,4.0,False,-1.0
Over 2.5,0.003551912568306115,1.83,0.55,2.85,0.0,False,-1.0
Under 2.5,0.1506493506493507,1.54,0.8,1.45,3.0,False,-1.0
Under 2.5,0.23820224719101124,1.78,0.8,1.54,3.0,False,-1.0
Over 2.5,0.15828402366863903,1.69,0.75,3.73,1.0,False,-1.0
Over 2.5,0.14494949494949494,1.98,0.65,3.42,1.0,False,-1.0
Over 2.5,0.2123655913978495,1.86,0.75,3.52,3.0,True,0.8600000000000001
Over 2.5,0.004838709677419395,1.55,0.65,3.27,2.0,False,-1.0
Under 2.5,0.2680851063829788,1.88,0.8,1.36,1.0,True,0.8799999999999999
Over 2.5,0.25980392156862747,2.04,0.75,3.7,4.0,True,1.04
Over 2.5,0.0170886075949368,1.58,0.65,3.3,3.0,True,0.5800000000000001
Under 2.5,0.15248756218905468,2.01,0.65,2.02,4.0,False,-1.0
Over 2.5,0.03650306748466259,1.63,0.65,3.44,3.0,True,0.6299999999999999
Under 2.5,0.12916666666666665,1.92,0.65,2.09,0.0,True,0.9199999999999999
Under 2.5,0.02264957264957257,2.34,0.44999999999999996,2.57,3.0,False,-1.0
Over 2.5,0.04748743718592974,1.99,0.55,2.64,5.0,True,0.99
