market,edge,odds,model_prob,predicted_goals,actual_goals,won,profit_1u
Under 2.5,0.015551839464882922,2.99,0.35,3.14,3.0,False,-1.0
Over 2.5,0.13650306748466257,1.63,0.75,3.79,2.0,False,-1.0
Under 2.5,0.09751381215469612,1.81,0.65,2.35,2.0,True,0.81
Under 2.5,0.28099630996309966,2.71,0.65,2.37,4.0,False,-1.0
Over 2.5,0.15828402366863903,1.69,0.75,3.64,3.0,True,0.69
Under 2.5,0.055014749262536855,3.39,0.35,3.28,0.0,True,2.39
Under 2.5,0.285036496350365,2.74,0.65,2.17,2.0,True,1.7400000000000002
Over 2.5,0.0006493506493506773,1.54,0.65,3.01,3.0,True,0.54
Over 2.5,0.15476190476190477,1.68,0.75,3.57,2.0,False,-1.0
Under 2.5,0.31456310679611654,2.06,0.8,1.78,1.0,True,1.06
Over 2.5,0.03650306748466259,1.63,0.65,3.21,5.0,True,0.6299999999999999
Under 2.5,0.22857142857142865,1.75,0.8,1.41,5.0,False,-1.0
Under 2.5,0.13453608247422677,1.94,0.65,2.22,3.0,False,-1.0
Over 2.5,0.0475903614457831,1.66,0.65,3.26,5.0,True,0.6599999999999999
Under 2.5,0.21520467836257318,1.71,0.8,1.76,4.0,False,-1.0
Under 2.5,0.09751381215469612,1.81,0.65,2.07,3.0,False,-1.0
Over 2.5,0.18181818181818177,1.76,0.75,3.57,3.0,True,0.76
Under 2.5,0.29028776978417264,2.78,0.65,2.4,6.0,False,-1.0
Under 2.5,0.2680851063829788,1.88,0.8,1.52,2.0,True,0.8799999999999999
Over 2.5,0.028881987577639823,1.61,0.65,3.43,5.0,True,0.6100000000000001
Under 2.5,0.15000000000000002,2.0,0.65,2.4,5.0,False,-1.0
Under 2.5,0.2413407821229051,1.79,0.8,1.91,4.0,False,-1.0
Over 2.5,0.14393939393939392,1.65,0.75,3.84,3.0,True,0.6499999999999999
Under 2.5,0.36140350877192984,2.28,0.8,1.85,4.0,False,-1.0
Under 2.5,0.060894941634241195,2.57,0.44999999999999996,2.51,4.0,False,-1.0
Under 2.5,0.3478851963746224,3.31,0.65,2.48,4.0,False,-1.0
Over 2.5,0.14393939393939392,1.65,0.75,3.53,2.0,False,-1.0
Over 2.5,0.040243902439024426,1.64,0.65,3.39,4.0,True,0.6399999999999999
Under 2.5,0.27368421052631586,1.9,0.8,1.95,4.0,False,-1.0
Over 2.5,0.03650306748466259,1.63,0.65,3.09,5.0,True,0.6299999999999999
Under 2.5,0.19337899543378995,2.19,0.65,2.41,6.0,False,-1.0
Over 2.5,0.1511976047904191,1.67,0.75,3.74,4.0,True,0.6699999999999999
Under 2.5,0.1188741721854304,3.02,0.44999999999999996,2.64,3.0,False,-1.0
Under 2.5,0.15495049504950498,2.02,0.65,2.26,4.0,False,-1.0
Over 2.5,0.17528735632183912,1.74,0.75,3.57,4.0,True,0.74
Under 2.5,0.35326409495548966,3.37,0.65,2.14,4.0,False,-1.0
Over 2.5,0.004838709677419395,1.55,0.65,3.4,3.0,True,0.55
Over 2.5,0.06506849315068497,1.46,0.75,3.59,2.0,False,-1.0
Under 2.5,0.028059071729957807,2.37,0.44999999999999996,2.8,5.0,False,-1.0
Over 2.5,0.13271604938271608,1.62,0.75,3.59,3.0,True,0.6200000000000001
Over 2.5,0.0170886075949368,1.58,0.65,3.17,3.0,True,0.5800000000000001
Over 2.5,0.003731343283582156,1.34,0.75,3.74,1.0,False,-1.0
Over 2.5,0.07885906040268453,1.49,0.75,4.21,1.0,False,-1.0
Under 2.5,0.2384773662551441,2.43,0.65,2.3,3.0,False,-1.0
Under 2.5,0.0035714285714285587,2.24,0.44999999999999996,2.55,2.0,True,1.2400000000000002
Under 2.5,0.35752212389380533,2.26,0.8,1.29,1.0,True,1.2599999999999998
Over 2.5,0.0006493506493506773,1.54,0.65,3.49,4.0,True,0.54
Over 2.5,0.1402439024390244,1.64,0.75,3.53,3.0,True,0.6399999999999999
Over 2.5,0.07432432432432434,1.48,0.75,3.97,1.0,False,-1.0
Over 2.5,0.06506849315068497,1.46,0.75,3.91,5.0,True,0.45999999999999996
Over 2.5,0.0253623188405796,1.38,0.75,3.68,4.0,True,0.3799999999999999
Over 2.5,0.05555555555555558,1.44,0.75,3.55,3.0,True,0.43999999999999995
Under 2.5,0.2015695067264574,2.23,0.65,2.29,2.0,True,1.23
Under 2.5,0.3121951219512195,2.05,0.8,1.47,2.0,True,1.0499999999999998
Under 2.5,0.2189655172413793,2.32,0.65,2.3,1.0,True,1.3199999999999998
Over 2.5,0.08333333333333337,1.5,0.75,3.64,2.0,False,-1.0
Under 2.5,0.08099630996309959,2.71,0.44999999999999996,2.84,7.0,False,-1.0
Under 2.5,0.34954954954954964,2.22,0.8,1.75,2.0,True,1.2200000000000002
Over 2.5,0.10897435897435903,1.56,0.75,3.63,2.0,False,-1.0
Under 2.5,0.24016393442622952,2.44,0.65,2.49,2.0,True,1.44
Over 2.5,0.07153110047846889,2.09,0.55,2.53,2.0,False,-1.0
Over 2.5,0.17528735632183912,1.74,0.75,3.88,0.0,False,-1.0
Under 2.5,0.0035714285714285587,2.24,0.44999999999999996,2.66,2.0,True,1.2400000000000002
Over 2.5,0.04078014184397161,1.41,0.75,3.56,5.0,True,0.4099999999999999
Under 2.5,0.0075342465753424626,2.92,0.35,3.35,7.0,False,-1.0
Under 2.5,0.1692307692307693,2.08,0.65,2.0,3.0,False,-1.0
Over 2.5,0.13650306748466257,1.63,0.75,3.84,3.0,True,0.6299999999999999
Over 2.5,0.0475903614457831,1.66,0.65,3.09,6.0,True,0.6599999999999999
Over 2.5,0.003731343283582156,1.34,0.75,3.52,4.0,True,0.3400000000000001
Under 2.5,0.10277777777777775,2.88,0.44999999999999996,2.79,4.0,False,-1.0
Over 2.5,0.003551912568306115,1.83,0.55,2.84,4.0,True,0.8300000000000001
Under 2.5,0.007522123893805244,2.26,0.44999999999999996,2.77,2.0,True,1.2599999999999998
Under 2.5,0.035534591194968546,3.18,0.35,3.49,4.0,False,-1.0
Under 2.5,0.007522123893805244,2.26,0.44999999999999996,2.69,2.0,True,1.2599999999999998
Under 2.5,0.2467741935483871,2.48,0.65,2.42,6.0,False,-1.0
Over 2.5,0.032716049382716106,1.62,0.65,3.09,2.0,False,-1.0
Under 2.5,0.13717948717948714,1.95,0.65,2.48,2.0,True,0.95
Under 2.5,0.3098039215686275,2.04,0.8,1.83,7.0,False,-1.0
Under 2.5,0.0035714285714285587,2.24,0.44999999999999996,2.98,1.0,True,1.2400000000000002
Over 2.5,0.10355191256830609,1.83,0.65,3.48,1.0,False,-1.0
Under 2.5,0.3478851963746224,3.31,0.65,2.48,6.0,False,-1.0
Under 2.5,0.19128440366972482,2.18,0.65,2.36,2.0,True,1.1800000000000002
Under 2.5,0.3325396825396826,3.15,0.65,2.14,2.0,True,2.15
Over 2.5,0.09640522875816993,1.53,0.75,4.24,2.0,False,-1.0
Under 2.5,0.05930232558139531,3.44,0.35,3.32,2.0,True,2.44
Under 2.5,0.040402476780185714,3.23,0.35,3.46,3.0,False,-1.0
Under 2.5,0.27121212121212124,2.64,0.65,2.02,5.0,False,-1.0
Under 2.5,0.16590909090909084,3.52,0.44999999999999996,2.52,6.0,False,-1.0
Under 2.5,0.308703071672355,2.93,0.65,2.47,5.0,False,-1.0
Under 2.5,0.3098039215686275,2.04,0.8,1.75,4.0,False,-1.0
Over 2.5,0.06506849315068497,1.46,0.75,4.07,3.0,True,0.45999999999999996
Under 2.5,0.1487951807228915,3.32,0.44999999999999996,2.58,2.0,True,2.32
Under 2.5,0.04512195121951218,3.28,0.35,3.46,6.0,False,-1.0
Over 2.5,0.0357142857142857,1.4,0.75,3.6,3.0,True,0.3999999999999999
Under 2.5,0.22528089887640446,4.45,0.44999999999999996,2.66,4.0,False,-1.0
Under 2.5,0.4135933806146572,4.23,0.65,2.21,2.0,True,3.2300000000000004
Under 2.5,0.1210526315789473,3.04,0.44999999999999996,2.81,3.0,False,-1.0
Under 2.5,0.20845410628019317,4.14,0.44999999999999996,2.78,3.0,False,-1.0
Under 2.5,0.2531746031746032,2.52,0.65,2.27,1.0,True,1.52
Over 2.5,0.11305732484076436,1.57,0.75,3.62,3.0,True,0.5700000000000001
Under 2.5,0.009863945578231281,2.94,0.35,3.0,2.0,True,1.94
Over 2.5,0.09751381215469612,1.81,0.65,3.32,3.0,True,0.81
Over 2.5,0.08333333333333337,1.5,0.75,3.75,2.0,False,-1.0
Over 2.5,0.1719653179190751,1.73,0.75,3.78,2.0,False,-1.0
Under 2.5,0.11524064171123005,1.87,0.65,2.45,1.0,True,0.8700000000000001
Over 2.5,0.21524064171123003,1.87,0.75,3.58,3.0,True,0.8700000000000001
Over 2.5,0.11708860759493678,1.58,0.75,3.51,3.0,True,0.5800000000000001
Over 2.5,0.040243902439024426,1.64,0.65,3.11,8.0,True,0.6399999999999999
Over 2.5,0.06506849315068497,1.46,0.75,3.94,4.0,True,0.45999999999999996
Under 2.5,0.30738916256157633,2.03,0.8,1.82,2.0,True,1.0299999999999998
Over 2.5,0.11524064171123005,1.87,0.65,3.42,5.0,True,0.8700000000000001
Under 2.5,0.02426710097719864,3.07,0.35,3.49,3.0,False,-1.0
Under 2.5,0.001569506726457337,2.23,0.44999999999999996,2.59,5.0,False,-1.0
Over 2.5,0.08181818181818179,1.76,0.65,3.09,4.0,True,0.76
Over 2.5,0.028881987577639823,1.61,0.65,3.38,3.0,True,0.6100000000000001
Under 2.5,0.39514170040485835,2.47,0.8,1.93,3.0,False,-1.0
Over 2.5,0.04577464788732388,1.42,0.75,3.68,4.0,True,0.41999999999999993
Over 2.5,0.025000000000000022,1.6,0.65,3.07,0.0,False,-1.0
Over 2.5,0.09210526315789469,1.52,0.75,3.62,3.0,True,0.52
Under 2.5,0.23506224066390047,2.41,0.65,2.49,4.0,False,-1.0
Under 2.5,0.15495049504950498,2.02,0.65,2.43,4.0,False,-1.0
Under 2.5,0.1423857868020305,1.97,0.65,2.34,3.0,False,-1.0
Under 2.5,0.009471365638766494,2.27,0.44999999999999996,2.71,2.0,True,1.27
Over 2.5,0.07885906040268453,1.49,0.75,3.84,2.0,False,-1.0
Under 2.5,0.0015679442508710895,2.87,0.35,3.2,3.0,False,-1.0
Under 2.5,0.08503649635036492,2.74,0.44999999999999996,2.67,5.0,False,-1.0
Over 2.5,0.05828402366863905,1.69,0.65,3.44,1.0,False,-1.0
Under 2.5,0.04349593495934956,2.46,0.44999999999999996,2.57,2.0,True,1.46
Over 2.5,0.08181818181818179,1.76,0.65,3.39,5.0,True,0.76
Over 2.5,0.07196531791907512,1.73,0.65,3.45,4.0,True,0.73
Over 2.5,0.16860465116279066,1.72,0.75,4.12,2.0,False,-1.0
Over 2.5,0.06456310679611654,2.06,0.55,2.5,4.0,True,1.06
Over 2.5,0.14393939393939392,1.65,0.75,3.54,7.0,True,0.6499999999999999
Under 2.5,0.18190348525469163,3.73,0.44999999999999996,2.59,1.0,True,2.73
Under 2.5,0.09028776978417258,2.78,0.44999999999999996,2.54,3.0,False,-1.0
Over 2.5,0.08774834437086088,1.51,0.75,3.59,3.0,True,0.51
Under 2.5,0.28717948717948716,1.95,0.8,1.82,4.0,False,-1.0
Under 2.5,0.015551839464882922,2.99,0.35,3.18,3.0,False,-1.0
Over 2.5,0.11305732484076436,1.57,0.75,4.12,3.0,True,0.5700000000000001
Over 2.5,0.06520467836257315,1.71,0.65,3.06,2.0,False,-1.0
Under 2.5,0.35752212389380533,2.26,0.8,1.91,2.0,True,1.2599999999999998
Over 2.5,0.125,1.6,0.75,3.69,5.0,True,0.6000000000000001
Under 2.5,0.1975113122171946,2.21,0.65,2.47,5.0,False,-1.0
Over 2.5,0.11305732484076436,1.57,0.75,3.89,3.0,True,0.5700000000000001
Under 2.5,0.1573891625615763,2.03,0.65,2.49,3.0,False,-1.0
Under 2.5,0.1760663507109005,2.11,0.65,2.49,4.0,False,-1.0
Over 2.5,0.008974358974359053,1.56,0.65,3.04,2.0,False,-1.0
Under 2.5,0.0978873239436619,2.84,0.44999999999999996,2.54,2.0,True,1.8399999999999999
Over 2.5,0.11708860759493678,1.58,0.75,3.61,5.0,True,0.5800000000000001
Over 2.5,0.22089947089947082,1.89,0.75,3.55,1.0,False,-1.0
Under 2.5,0.0978873239436619,2.84,0.44999999999999996,2.73,2.0,True,1.8399999999999999
Over 2.5,0.013057324840764384,1.57,0.65,3.43,4.0,True,0.5700000000000001
Under 2.5,0.03333333333333327,2.4,0.44999999999999996,2.67,3.0,False,-1.0
Over 2.5,0.032716049382716106,1.62,0.65,3.39,4.0,True,0.6200000000000001
Under 2.5,0.0941281138790035,2.81,0.44999999999999996,2.54,1.0,True,1.81
Over 2.5,0.040243902439024426,1.64,0.65,3.11,4.0,True,0.6399999999999999
Over 2.5,0.0092592592592593,1.35,0.75,3.71,7.0,True,0.3500000000000001
Over 2.5,0.06860465116279069,1.72,0.65,3.07,3.0,True,0.72
Under 2.5,0.026271186440677885,2.36,0.44999999999999996,2.65,3.0,False,-1.0
Under 2.5,0.2740601503759399,2.66,0.65,2.33,4.0,False,-1.0
Under 2.5,0.18051643192488265,2.13,0.65,2.48,4.0,False,-1.0
Over 2.5,0.08774834437086088,1.51,0.75,3.51,2.0,False,-1.0
Over 2.5,0.025000000000000022,1.6,0.65,3.4,3.0,True,0.6000000000000001
Under 2.5,0.04349593495934956,2.46,0.44999999999999996,2.64,0.0,True,1.46
Under 2.5,0.2015695067264574,2.23,0.65,2.46,1.0,True,1.23
Under 2.5,0.12324263038548752,4.41,0.35,3.4,4.0,False,-1.0
Under 2.5,0.04016393442622945,2.44,0.44999999999999996,2.72,2.0,True,1.44
Under 2.5,0.015551839464882922,2.99,0.35,3.47,1.0,True,1.9900000000000002
Over 2.5,0.014705882352941235,1.36,0.75,3.63,2.0,False,-1.0
Over 2.5,0.10156950672645743,2.23,0.55,2.7,2.0,False,-1.0
Under 2.5,0.14969969969969965,3.33,0.44999999999999996,2.65,4.0,False,-1.0
Over 2.5,0.10064935064935066,1.54,0.75,3.65,4.0,True,0.54
Over 2.5,0.01236559139784954,1.86,0.55,2.82,1.0,False,-1.0
Under 2.5,0.1404024767801857,3.23,0.44999999999999996,2.64,5.0,False,-1.0
Over 2.5,0.061764705882352944,1.7,0.65,3.41,4.0,True,0.7
Under 2.5,0.08820224719101122,1.78,0.65,2.04,3.0,False,-1.0
Over 2.5,0.13650306748466257,1.63,0.75,3.64,2.0,False,-1.0
Under 2.5,0.0015679442508710895,2.87,0.35,3.48,4.0,False,-1.0
Under 2.5,0.09539007092198576,2.82,0.44999999999999996,2.63,3.0,False,-1.0
Under 2.5,0.1760663507109005,2.11,0.65,2.47,2.0,True,1.1099999999999999
Under 2.5,0.2531746031746032,2.52,0.65,2.27,4.0,False,-1.0
Over 2.5,0.0092592592592593,1.35,0.75,3.64,2.0,False,-1.0
Over 2.5,0.0475903614457831,1.66,0.65,3.2,4.0,True,0.6599999999999999
Under 2.5,0.323202614379085,3.06,0.65,2.37,4.0,False,-1.0
Over 2.5,0.023684210526315863,1.9,0.55,2.56,1.0,False,-1.0
Under 2.5,0.0882198952879581,3.82,0.35,3.32,5.0,False,-1.0
Over 2.5,0.06506849315068497,1.46,0.75,3.72,2.0,False,-1.0
Under 2.5,0.17153110047846887,2.09,0.65,2.1,3.0,False,-1.0
Under 2.5,0.14748743718592972,1.99,0.65,2.22,2.0,True,0.99
Under 2.5,0.31555183946488297,2.99,0.65,2.47,3.0,False,-1.0
Over 2.5,0.11708860759493678,1.58,0.75,3.52,3.0,True,0.5800000000000001
Under 2.5,0.028059071729957807,2.37,0.44999999999999996,2.76,1.0,True,1.37
Over 2.5,0.06034482758620685,1.45,0.75,3.68,4.0,True,0.44999999999999996
Over 2.5,0.0170886075949368,1.58,0.65,3.42,2.0,False,-1.0
Under 2.5,0.32948717948717954,3.12,0.65,2.35,3.0,False,-1.0
Over 2.5,0.10897435897435903,1.56,0.75,3.73,4.0,True,0.56
Over 2.5,0.19337899543378995,2.19,0.65,3.33,4.0,True,1.19
Under 2.5,0.03158995815899579,2.39,0.44999999999999996,2.86,1.0,True,1.3900000000000001
Under 2.5,0.059374999999999956,2.56,0.44999999999999996,2.97,5.0,False,-1.0
Over 2.5,0.008974358974359053,1.56,0.65,3.38,3.0,True,0.56
Over 2.5,0.0475903614457831,1.66,0.65,3.29,7.0,True,0.6599999999999999
Under 2.5,0.38118279569892477,3.72,0.65,2.41,4.0,False,-1.0
Over 2.5,0.12368421052631584,1.9,0.65,3.19,5.0,True,0.8999999999999999
Over 2.5,0.040243902439024426,1.64,0.65,3.13,5.0,True,0.6399999999999999
Over 2.5,0.003731343283582156,1.34,0.75,3.75,1.0,False,-1.0
Over 2.5,0.06520467836257315,1.71,0.65,3.47,2.0,False,-1.0
Under 2.5,0.38474801061007957,3.77,0.65,2.35,4.0,False,-1.0
Under 2.5,0.040243902439024426,1.64,0.65,2.1,2.0,True,0.6399999999999999
Over 2.5,0.030575539568345245,1.39,0.75,3.76,4.0,True,0.3899999999999999
Over 2.5,0.15828402366863903,1.69,0.75,3.53,1.0,False,-1.0
Over 2.5,0.009459459459459585,1.85,0.55,2.81,6.0,True,0.8500000000000001
Over 2.5,0.11808510638297876,1.88,0.65,3.31,1.0,False,-1.0
Over 2.5,0.19134078212290506,1.79,0.75,3.56,3.0,True,0.79
Under 2.5,0.061764705882352944,1.7,0.65,2.0,1.0,True,0.7
Under 2.5,0.16456310679611652,2.06,0.65,2.33,1.0,True,1.06
Under 2.5,0.0075342465753424626,2.92,0.35,3.32,1.0,True,1.92
Over 2.5,0.19444444444444442,1.8,0.75,3.58,4.0,True,0.8
Over 2.5,0.08820224719101122,1.78,0.65,3.09,3.0,True,0.78
Over 2.5,0.09640522875816993,1.53,0.75,3.62,0.0,False,-1.0
Under 2.5,0.11329966329966329,2.97,0.44999999999999996,2.68,4.0,False,-1.0
Over 2.5,0.125,1.6,0.75,3.5,3.0,True,0.6000000000000001
Over 2.5,0.028881987577639823,1.61,0.65,3.28,4.0,True,0.6100000000000001
Over 2.5,0.12106918238993714,1.59,0.75,3.73,3.0,True,0.5900000000000001
Over 2.5,0.0475903614457831,1.66,0.65,3.12,6.0,True,0.6599999999999999
Over 2.5,0.021069182389937158,1.59,0.65,3.49,6.0,True,0.5900000000000001
Over 2.5,0.10355191256830609,1.83,0.65,3.36,2.0,False,-1.0
Over 2.5,0.13650306748466257,1.63,0.75,3.72,5.0,True,0.6299999999999999
Over 2.5,0.06860465116279069,1.72,0.65,3.09,4.0,True,0.72
Over 2.5,0.05555555555555558,1.44,0.75,3.74,1.0,False,-1.0
Over 2.5,0.08774834437086088,1.51,0.75,4.04,3.0,True,0.51
Over 2.5,0.003731343283582156,1.34,0.75,3.5,3.0,True,0.3400000000000001
Under 2.5,0.05414201183431949,3.38,0.35,3.23,6.0,False,-1.0
Over 2.5,0.12089947089947084,1.89,0.65,3.23,4.0,True,0.8899999999999999
Over 2.5,0.10483870967741937,1.55,0.75,3.61,2.0,False,-1.0
Over 2.5,0.10064935064935066,1.54,0.75,3.56,4.0,True,0.54
Over 2.5,0.1719653179190751,1.73,0.75,3.51,2.0,False,-1.0
Under 2.5,0.05317460317460315,2.52,0.44999999999999996,2.76,1.0,True,1.52
Under 2.5,0.16690821256038646,2.07,0.65,2.31,2.0,True,1.0699999999999998
Under 2.5,0.04349593495934956,2.46,0.44999999999999996,2.5,2.0,True,1.46
Under 2.5,0.02320261437908494,3.06,0.35,3.39,2.0,True,2.06
Over 2.5,0.08502824858757063,1.77,0.65,3.43,1.0,False,-1.0
Over 2.5,0.23453608247422675,1.94,0.75,3.52,3.0,True,0.94
Over 2.5,0.07528735632183914,1.74,0.65,3.41,2.0,False,-1.0
Over 2.5,0.08774834437086088,1.51,0.75,3.66,4.0,True,0.51
Over 2.5,0.1511976047904191,1.67,0.75,3.9,1.0,False,-1.0
Over 2.5,0.0697278911564626,1.47,0.75,3.56,3.0,True,0.47
Over 2.5,0.08774834437086088,1.51,0.75,3.82,2.0,False,-1.0
Under 2.5,0.3584548104956269,3.43,0.65,2.16,2.0,True,2.43
